world_cup_year,match_id,source_match_id,stage,group_name,match_date,home_team,away_team,stadium,city,host_country,attendance,stadium_capacity,final_flag,extra_time_flag,penalty_flag,attendance_status,metadata_source_url,attendance_source_url
2014,2014_33,M-2014-33,group stage,Group B,2014-06-23,Australia,Spain,Arena da Baixada,Curitiba,Brazil,39375.0,40000,0,0,0,real_match_attendance,https://github.com/jfjelstul/worldcup,https://raw.githubusercontent.com/reisanar/datasets/master/WorldCupMatches.csv
2014,2014_34,M-2014-34,group stage,Group B,2014-06-23,Netherlands,Chile,Arena Corinthians,São Paulo,Brazil,62996.0,63000,0,0,0,real_match_attendance,https://github.com/jfjelstul/worldcup,https://raw.githubusercontent.com/reisanar/datasets/master/WorldCupMatches.csv
2014,2014_35,M-2014-35,group stage,Group A,2014-06-23,Cameroon,Brazil,Estádio Nacional,Brasília,Brazil,69112.0,70000,0,0,0,real_match_attendance,https://github.com/jfjelstul/worldcup,https://raw.githubusercontent.com/reisanar/datasets/master/WorldCupMatches.csv
2014,2014_36,M-2014-36,group stage,Group A,2014-06-23,Croatia,Mexico,Arena Pernambuco,Recife,Brazil,41212.0,43000,0,0,0,real_match_attendance,https://github.com/jfjelstul/worldcup,https://raw.githubusercontent.com/reisanar/datasets/master/WorldCupMatches.csv
2014,2014_37,M-2014-37,group stage,Group D,2014-06-24,Costa Rica,England,Estádio Mineirão,Belo Horizonte,Brazil,57823.0,43000,0,0,0,real_match_attendance,https://github.com/jfjelstul/worldcup,https://raw.githubusercontent.com/reisanar/datasets/master/WorldCupMatches.csv
2014,2014_38,M-2014-38,group stage,Group D,2014-06-24,Italy,Uruguay,Arena das Dunas,Natal,Brazil,39706.0,40000,0,0,0,real_match_attendance,https://github.com/jfjelstul/worldcup,https://raw.githubusercontent.com/reisanar/datasets/master/WorldCupMatches.csv
2014,2014_39,M-2014-39,group stage,Group C,2014-06-24,Japan,Colombia,Arena Pantanal,Cuiabá,Brazil,40340.0,41000,0,0,0,real_match_attendance,https://github.com/jfjelstul/worldcup,https://raw.githubusercontent.com/reisanar/datasets/master/WorldCupMatches.csv
2014,2014_40,M-2014-40,group stage,Group C,2014-06-24,Greece,Ivory Coast,Estádio Castelão,Fortaleza,Brazil,59095.0,63000,0,0,0,real_match_attendance,https://github.com/jfjelstul/worldcup,https://raw.githubusercontent.com/reisanar/datasets/master/WorldCupMatches.csv
2014,2014_41,M-2014-41,group stage,Group F,2014-06-25,Bosnia and Herzegovina,Iran,Arena Fonte Nova,Salvador,Brazil,48011.0,52000,0,0,0,real_match_attendance,https://github.com/jfjelstul/worldcup,https://raw.githubusercontent.com/reisanar/datasets/master/WorldCupMatches.csv
2014,2014_42,M-2014-42,group stage,Group F,2014-06-25,Nigeria,Argentina,Estádio Beira-Rio,Porto Alegre,Brazil,43285.0,43000,0,0,0,real_match_attendance,https://github.com/jfjelstul/worldcup,https://raw.githubusercontent.com/reisanar/datasets/master/WorldCupMatches.csv
2014,2014_43,M-2014-43,group stage,Group E,2014-06-25,Honduras,Switzerland,Arena da Amazônia,Manaus,Brazil,40322.0,41000,0,0,0,real_match_attendance,https://github.com/jfjelstul/worldcup,https://raw.githubusercontent.com/reisanar/datasets/master/WorldCupMatches.csv
2014,2014_44,M-2014-44,group stage,Group E,2014-06-25,Ecuador,France,Estádio do Maracanã,Rio de Janeiro,Brazil,73749.0,200000,0,0,0,real_match_attendance,https://github.com/jfjelstul/worldcup,https://raw.githubusercontent.com/reisanar/datasets/master/WorldCupMatches.csv
2014,2014_45,M-2014-45,group stage,Group G,2014-06-26,Portugal,Ghana,Estádio Nacional,Brasília,Brazil,67540.0,70000,0,0,0,real_match_attendance,https://github.com/jfjelstul/worldcup,https://raw.githubusercontent.com/reisanar/datasets/master/WorldCupMatches.csv
2014,2014_46,M-2014-46,group stage,Group G,2014-06-26,United States,Germany,Arena Pernambuco,Recife,Brazil,41876.0,43000,0,0,0,real_match_attendance,https://github.com/jfjelstul/worldcup,https://raw.githubusercontent.com/reisanar/datasets/master/WorldCupMatches.csv
2014,2014_47,M-2014-47,group stage,Group H,2014-06-26,Algeria,Russia,Arena da Baixada,Curitiba,Brazil,39311.0,40000,0,0,0,real_match_attendance,https://github.com/jfjelstul/worldcup,https://raw.githubusercontent.com/reisanar/datasets/master/WorldCupMatches.csv
2014,2014_48,M-2014-48,group stage,Group H,2014-06-26,South Korea,Belgium,Arena Corinthians,São Paulo,Brazil,61397.0,63000,0,0,0,real_match_attendance,https://github.com/jfjelstul/worldcup,https://raw.githubusercontent.com/reisanar/datasets/master/WorldCupMatches.csv
2014,2014_49,M-2014-49,round of 16,not applicable,2014-06-28,Brazil,Chile,Estádio Mineirão,Belo Horizonte,Brazil,57714.0,43000,0,1,1,real_match_attendance,https://github.com/jfjelstul/worldcup,https://raw.githubusercontent.com/reisanar/datasets/master/WorldCupMatches.csv
2014,2014_50,M-2014-50,round of 16,not applicable,2014-06-28,Colombia,Uruguay,Estádio do Maracanã,Rio de Janeiro,Brazil,73804.0,200000,0,0,0,real_match_attendance,https://github.com/jfjelstul/worldcup,https://raw.githubusercontent.com/reisanar/datasets/master/WorldCupMatches.csv
2014,2014_51,M-2014-51,round of 16,not applicable,2014-06-29,Netherlands,Mexico,Estádio Castelão,Fortaleza,Brazil,58817.0,63000,0,0,0,real_match_attendance,https://github.com/jfjelstul/worldcup,https://raw.githubusercontent.com/reisanar/datasets/master/WorldCupMatches.csv
2014,2014_52,M-2014-52,round of 16,not applicable,2014-06-29,Costa Rica,Greece,Arena Pernambuco,Recife,Brazil,41242.0,43000,0,1,1,real_match_attendance,https://github.com/jfjelstul/worldcup,https://raw.githubusercontent.com/reisanar/datasets/master/WorldCupMatches.csv
2014,2014_53,M-2014-53,round of 16,not applicable,2014-06-30,France,Nigeria,Estádio Nacional,Brasília,Brazil,67882.0,70000,0,0,0,real_match_attendance,https://github.com/jfjelstul/worldcup,https://raw.githubusercontent.com/reisanar/datasets/master/WorldCupMatches.csv
2014,2014_54,M-2014-54,round of 16,not applicable,2014-06-30,Germany,Algeria,Estádio Beira-Rio,Porto Alegre,Brazil,43063.0,43000,0,1,0,real_match_attendance,https://github.com/jfjelstul/worldcup,https://raw.githubusercontent.com/reisanar/datasets/master/WorldCupMatches.csv
2014,2014_55,M-2014-55,round of 16,not applicable,2014-07-01,Argentina,Switzerland,Arena Corinthians,São Paulo,Brazil,63255.0,63000,0,1,0,real_match_attendance,https://github.com/jfjelstul/worldcup,https://raw.githubusercontent.com/reisanar/datasets/master/WorldCupMatches.csv
2014,2014_56,M-2014-56,round of 16,not applicable,2014-07-01,Belgium,United States,Arena Fonte Nova,Salvador,Brazil,51227.0,52000,0,1,0,real_match_attendance,https://github.com/jfjelstul/worldcup,https://raw.githubusercontent.com/reisanar/datasets/master/WorldCupMatches.csv
2014,2014_57,M-2014-57,quarter-finals,not applicable,2014-07-04,France,Germany,Estádio do Maracanã,Rio de Janeiro,Brazil,74240.0,200000,0,0,0,real_match_attendance,https://github.com/jfjelstul/worldcup,https://raw.githubusercontent.com/reisanar/datasets/master/WorldCupMatches.csv
2014,2014_58,M-2014-58,quarter-finals,not applicable,2014-07-04,Brazil,Colombia,Estádio Castelão,Fortaleza,Brazil,60342.0,63000,0,0,0,real_match_attendance,https://github.com/jfjelstul/worldcup,https://raw.githubusercontent.com/reisanar/datasets/master/WorldCupMatches.csv
2014,2014_59,M-2014-59,quarter-finals,not applicable,2014-07-05,Argentina,Belgium,Estádio Nacional,Brasília,Brazil,68551.0,70000,0,0,0,real_match_attendance,https://github.com/jfjelstul/worldcup,https://raw.githubusercontent.com/reisanar/datasets/master/WorldCupMatches.csv
2014,2014_60,M-2014-60,quarter-finals,not applicable,2014-07-05,Netherlands,Costa Rica,Arena Fonte Nova,Salvador,Brazil,51179.0,52000,0,1,1,real_match_attendance,https://github.com/jfjelstul/worldcup,https://raw.githubusercontent.com/reisanar/datasets/master/WorldCupMatches.csv
2014,2014_61,M-2014-61,semi-finals,not applicable,2014-07-08,Brazil,Germany,Estádio Mineirão,Belo Horizonte,Brazil,58141.0,43000,0,0,0,real_match_attendance,https://github.com/jfjelstul/worldcup,https://raw.githubusercontent.com/reisanar/datasets/master/WorldCupMatches.csv
2014,2014_62,M-2014-62,semi-finals,not applicable,2014-07-09,Netherlands,Argentina,Arena Corinthians,São Paulo,Brazil,63267.0,63000,0,1,1,real_match_attendance,https://github.com/jfjelstul/worldcup,https://raw.githubusercontent.com/reisanar/datasets/master/WorldCupMatches.csv
2014,2014_63,M-2014-63,third-place match,not applicable,2014-07-12,Brazil,Netherlands,Estádio Nacional,Brasília,Brazil,68034.0,70000,0,0,0,real_match_attendance,https://github.com/jfjelstul/worldcup,https://raw.githubusercontent.com/reisanar/datasets/master/WorldCupMatches.csv
2014,2014_64,M-2014-64,final,not applicable,2014-07-13,Germany,Argentina,Estádio do Maracanã,Rio de Janeiro,Brazil,74738.0,200000,0,1,0,real_match_attendance,https://github.com/jfjelstul/worldcup,https://raw.githubusercontent.com/reisanar/datasets/master/WorldCupMatches.csv
2018,2018_01,M-2018-01,group stage,Group A,2018-06-14,Russia,Saudi Arabia,Luzhniki Stadium,Moscow,Russia,78505.0,78000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_02,M-2018-02,group stage,Group A,2018-06-15,Egypt,Uruguay,Central Stadium,Yekaterinburg,Russia,31632.0,33000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_03,M-2018-03,group stage,Group B,2018-06-15,Morocco,Iran,Krestovsky Stadium,Saint Petersburg,Russia,61347.0,64000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_04,M-2018-04,group stage,Group B,2018-06-15,Portugal,Spain,Fisht Olympic Stadium,Sochi,Russia,42176.0,44000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_05,M-2018-05,group stage,Group C,2018-06-16,France,Australia,Kazan Arena,Kazan,Russia,41218.0,43000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_06,M-2018-06,group stage,Group D,2018-06-16,Argentina,Iceland,Otkritie Arena,Moscow,Russia,42176.0,44000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_07,M-2018-07,group stage,Group C,2018-06-16,Peru,Denmark,Mordovia Arena,Saransk,Russia,40259.0,42000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_08,M-2018-08,group stage,Group D,2018-06-16,Croatia,Nigeria,Kaliningrad Stadium,Kaliningrad,Russia,32591.0,34000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_09,M-2018-09,group stage,Group E,2018-06-17,Costa Rica,Serbia,Samara Arena,Samara,Russia,40259.0,42000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_10,M-2018-10,group stage,Group F,2018-06-17,Germany,Mexico,Luzhniki Stadium,Moscow,Russia,74767.0,78000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_11,M-2018-11,group stage,Group E,2018-06-17,Brazil,Switzerland,Rostov Arena,Rostov-on-Don,Russia,41218.0,43000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_12,M-2018-12,group stage,Group F,2018-06-18,Sweden,South Korea,Nizhny Novgorod Stadium,Nizhny Novgorod,Russia,41218.0,43000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_13,M-2018-13,group stage,Group G,2018-06-18,Belgium,Panama,Fisht Olympic Stadium,Sochi,Russia,42176.0,44000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_14,M-2018-14,group stage,Group G,2018-06-18,Tunisia,England,Volgograd Arena,Volgograd,Russia,42176.0,44000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_15,M-2018-15,group stage,Group H,2018-06-19,Colombia,Japan,Mordovia Arena,Saransk,Russia,40259.0,42000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_16,M-2018-16,group stage,Group H,2018-06-19,Poland,Senegal,Otkritie Arena,Moscow,Russia,42176.0,44000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_17,M-2018-17,group stage,Group A,2018-06-19,Russia,Egypt,Krestovsky Stadium,Saint Petersburg,Russia,64415.0,64000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_18,M-2018-18,group stage,Group B,2018-06-20,Portugal,Morocco,Luzhniki Stadium,Moscow,Russia,74767.0,78000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_19,M-2018-19,group stage,Group A,2018-06-20,Uruguay,Saudi Arabia,Rostov Arena,Rostov-on-Don,Russia,41218.0,43000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_20,M-2018-20,group stage,Group B,2018-06-20,Iran,Spain,Kazan Arena,Kazan,Russia,41218.0,43000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_21,M-2018-21,group stage,Group C,2018-06-21,Denmark,Australia,Samara Arena,Samara,Russia,40259.0,42000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_22,M-2018-22,group stage,Group C,2018-06-21,France,Peru,Central Stadium,Yekaterinburg,Russia,31632.0,33000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_23,M-2018-23,group stage,Group D,2018-06-21,Argentina,Croatia,Nizhny Novgorod Stadium,Nizhny Novgorod,Russia,41218.0,43000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_24,M-2018-24,group stage,Group E,2018-06-22,Brazil,Costa Rica,Krestovsky Stadium,Saint Petersburg,Russia,61347.0,64000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_25,M-2018-25,group stage,Group D,2018-06-22,Nigeria,Iceland,Volgograd Arena,Volgograd,Russia,42176.0,44000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_26,M-2018-26,group stage,Group E,2018-06-22,Serbia,Switzerland,Kaliningrad Stadium,Kaliningrad,Russia,32591.0,34000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_27,M-2018-27,group stage,Group G,2018-06-23,Belgium,Tunisia,Otkritie Arena,Moscow,Russia,42176.0,44000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_28,M-2018-28,group stage,Group F,2018-06-23,South Korea,Mexico,Rostov Arena,Rostov-on-Don,Russia,41218.0,43000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_29,M-2018-29,group stage,Group F,2018-06-23,Germany,Sweden,Fisht Olympic Stadium,Sochi,Russia,42176.0,44000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_30,M-2018-30,group stage,Group G,2018-06-24,England,Panama,Nizhny Novgorod Stadium,Nizhny Novgorod,Russia,41218.0,43000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_31,M-2018-31,group stage,Group H,2018-06-24,Japan,Senegal,Central Stadium,Yekaterinburg,Russia,31632.0,33000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_32,M-2018-32,group stage,Group H,2018-06-24,Poland,Colombia,Kazan Arena,Kazan,Russia,41218.0,43000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_33,M-2018-33,group stage,Group A,2018-06-25,Saudi Arabia,Egypt,Volgograd Arena,Volgograd,Russia,42176.0,44000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_34,M-2018-34,group stage,Group A,2018-06-25,Uruguay,Russia,Samara Arena,Samara,Russia,42272.0,42000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_35,M-2018-35,group stage,Group B,2018-06-25,Spain,Morocco,Kaliningrad Stadium,Kaliningrad,Russia,32591.0,34000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_36,M-2018-36,group stage,Group B,2018-06-25,Iran,Portugal,Mordovia Arena,Saransk,Russia,40259.0,42000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_37,M-2018-37,group stage,Group C,2018-06-26,Australia,Peru,Fisht Olympic Stadium,Sochi,Russia,42176.0,44000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_38,M-2018-38,group stage,Group C,2018-06-26,Denmark,France,Luzhniki Stadium,Moscow,Russia,74767.0,78000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_39,M-2018-39,group stage,Group D,2018-06-26,Iceland,Croatia,Rostov Arena,Rostov-on-Don,Russia,41218.0,43000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_40,M-2018-40,group stage,Group D,2018-06-26,Nigeria,Argentina,Krestovsky Stadium,Saint Petersburg,Russia,61347.0,64000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_41,M-2018-41,group stage,Group F,2018-06-27,South Korea,Germany,Kazan Arena,Kazan,Russia,41218.0,43000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_42,M-2018-42,group stage,Group F,2018-06-27,Mexico,Sweden,Central Stadium,Yekaterinburg,Russia,31632.0,33000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_43,M-2018-43,group stage,Group E,2018-06-27,Serbia,Brazil,Otkritie Arena,Moscow,Russia,42176.0,44000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_44,M-2018-44,group stage,Group E,2018-06-27,Switzerland,Costa Rica,Nizhny Novgorod Stadium,Nizhny Novgorod,Russia,41218.0,43000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_45,M-2018-45,group stage,Group H,2018-06-28,Japan,Poland,Volgograd Arena,Volgograd,Russia,42176.0,44000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_46,M-2018-46,group stage,Group H,2018-06-28,Senegal,Colombia,Samara Arena,Samara,Russia,40259.0,42000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_47,M-2018-47,group stage,Group G,2018-06-28,England,Belgium,Kaliningrad Stadium,Kaliningrad,Russia,32591.0,34000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_48,M-2018-48,group stage,Group G,2018-06-28,Panama,Tunisia,Mordovia Arena,Saransk,Russia,40259.0,42000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_49,M-2018-49,round of 16,not applicable,2018-06-30,France,Argentina,Kazan Arena,Kazan,Russia,43279.0,43000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_50,M-2018-50,round of 16,not applicable,2018-06-30,Uruguay,Portugal,Fisht Olympic Stadium,Sochi,Russia,44285.0,44000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_51,M-2018-51,round of 16,not applicable,2018-07-01,Spain,Russia,Luzhniki Stadium,Moscow,Russia,82431.0,78000,0,1,1,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_52,M-2018-52,round of 16,not applicable,2018-07-01,Croatia,Denmark,Nizhny Novgorod Stadium,Nizhny Novgorod,Russia,43279.0,43000,0,1,1,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_53,M-2018-53,round of 16,not applicable,2018-07-02,Brazil,Mexico,Samara Arena,Samara,Russia,42272.0,42000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_54,M-2018-54,round of 16,not applicable,2018-07-02,Belgium,Japan,Rostov Arena,Rostov-on-Don,Russia,43279.0,43000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_55,M-2018-55,round of 16,not applicable,2018-07-03,Sweden,Switzerland,Krestovsky Stadium,Saint Petersburg,Russia,64415.0,64000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_56,M-2018-56,round of 16,not applicable,2018-07-03,Colombia,England,Otkritie Arena,Moscow,Russia,44285.0,44000,0,1,1,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_57,M-2018-57,quarter-finals,not applicable,2018-07-06,Uruguay,France,Nizhny Novgorod Stadium,Nizhny Novgorod,Russia,45339.0,43000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_58,M-2018-58,quarter-finals,not applicable,2018-07-06,Brazil,Belgium,Kazan Arena,Kazan,Russia,45339.0,43000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_59,M-2018-59,quarter-finals,not applicable,2018-07-07,Sweden,England,Samara Arena,Samara,Russia,44285.0,42000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_60,M-2018-60,quarter-finals,not applicable,2018-07-07,Russia,Croatia,Fisht Olympic Stadium,Sochi,Russia,48714.0,44000,0,1,1,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_61,M-2018-61,semi-finals,not applicable,2018-07-10,France,Belgium,Krestovsky Stadium,Saint Petersburg,Russia,70549.0,64000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_62,M-2018-62,semi-finals,not applicable,2018-07-11,Croatia,England,Luzhniki Stadium,Moscow,Russia,85982.0,78000,0,1,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_63,M-2018-63,third-place match,not applicable,2018-07-14,Belgium,England,Krestovsky Stadium,Saint Petersburg,Russia,61347.0,64000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,2018_64,M-2018-64,final,not applicable,2018-07-15,France,Croatia,Luzhniki Stadium,Moscow,Russia,89721.0,78000,0,0,0,estimated_from_official_total,https://github.com/jfjelstul/worldcup,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2022,2022_01,M-2022-01,group stage,Group A,2022-11-20,Qatar,Ecuador,Al Bayt Stadium,Al Khor,Qatar,67372.0,69000,0,0,0,real_match_level,https://github.com/jfjelstul/worldcup,https://github.com/shreeparab1890/Fifa-WC-2022-Qatar-Data-Analysis-EDA/raw/refs/heads/main/Fifa_WC_2022_Match_data.csv
2022,2022_02,M-2022-02,group stage,Group B,2022-11-21,England,Iran,Khalifa International Stadium,Al Rayyan,Qatar,45334.0,46000,0,0,0,real_match_level,https://github.com/jfjelstul/worldcup,https://github.com/shreeparab1890/Fifa-WC-2022-Qatar-Data-Analysis-EDA/raw/refs/heads/main/Fifa_WC_2022_Match_data.csv
2022,2022_03,M-2022-03,group stage,Group A,2022-11-21,Senegal,Netherlands,Al Thumama Stadium,Doha,Qatar,41721.0,44000,0,0,0,real_match_level,https://github.com/jfjelstul/worldcup,https://github.com/shreeparab1890/Fifa-WC-2022-Qatar-Data-Analysis-EDA/raw/refs/heads/main/Fifa_WC_2022_Match_data.csv
2022,2022_04,M-2022-04,group stage,Group B,2022-11-21,United States,Wales,Ahmad bin Ali Stadium,Al Rayyan,Qatar,43418.0,45000,0,0,0,real_match_level,https://github.com/jfjelstul/worldcup,https://github.com/shreeparab1890/Fifa-WC-2022-Qatar-Data-Analysis-EDA/raw/refs/heads/main/Fifa_WC_2022_Match_data.csv
2022,2022_05,M-2022-05,group stage,Group C,2022-11-22,Argentina,Saudi Arabia,Lusail Stadium,Lusail,Qatar,88012.0,89000,0,0,0,real_match_level,https://github.com/jfjelstul/worldcup,https://github.com/shreeparab1890/Fifa-WC-2022-Qatar-Data-Analysis-EDA/raw/refs/heads/main/Fifa_WC_2022_Match_data.csv
