world_cup_year,host_country,match_id,stage,match_date,home_team,away_team,stadium,city,attendance,stadium_capacity,attendance_status,final_flag,extra_time_flag,penalty_flag,host_team_flag,opening_match_flag,avg_per_match_benchmark_m,final_benchmark_m,opening_benchmark_m,stage_weight,attendance_ratio,attendance_factor,host_factor,suspense_factor,raw_index,scale_factor,override_viewers_m,estimated_global_viewers_m,model_note,source_bridge
2018,Russia,2018_58,quarter-finals,2018-07-06,Brazil,Belgium,Kazan Arena,Kazan,45339.0,43000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,1.25,1.0543953488372093,1.1663186046511629,1.0,1.0,1.4578982558139537,163.77846842192636,,238.77234345220714,Modeled from Layer A average-per-match benchmark; stage=quarter-finals; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_59,quarter-finals,2018-07-07,Sweden,England,Samara Arena,Samara,44285.0,42000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,1.25,1.0544047619047618,1.1663214285714285,1.0,1.0,1.4579017857142857,163.77846842192636,,238.7729215738772,Modeled from Layer A average-per-match benchmark; stage=quarter-finals; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_60,quarter-finals,2018-07-07,Russia,Croatia,Fisht Olympic Stadium,Sochi,48714.0,44000,estimated_from_official_total,0,1,1,1,0,191.0,1120.0,0.0,1.25,1.1071363636363636,1.182140909090909,1.25,1.2000000000000002,2.2165142045454544,163.77846842192636,,363.01730165589896,Modeled from Layer A average-per-match benchmark; stage=quarter-finals; host-team uplift; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_61,semi-finals,2018-07-10,France,Belgium,Krestovsky Stadium,Saint Petersburg,70549.0,64000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,1.55,1.102328125,1.1806984375,1.0,1.0,1.830082578125,163.77846842192636,,299.7281217309629,Modeled from Layer A average-per-match benchmark; stage=semi-finals; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_62,semi-finals,2018-07-11,Croatia,England,Luzhniki Stadium,Moscow,85982.0,78000,estimated_from_official_total,0,1,0,0,0,191.0,1120.0,0.0,1.55,1.1023333333333334,1.1806999999999999,1.0,1.08,1.9764917999999998,163.77846842192636,,323.7067998524964,Modeled from Layer A average-per-match benchmark; stage=semi-finals; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_63,third-place match,2018-07-14,Belgium,England,Krestovsky Stadium,Saint Petersburg,61347.0,64000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,0.95,0.958546875,1.1375640625,1.0,1.0,1.080685859375,163.77846842192636,,176.99307489367078,Modeled from Layer A average-per-match benchmark; stage=third-place match; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_64,final,2018-07-15,France,Croatia,Luzhniki Stadium,Moscow,89721.0,78000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,1.0,1.1502692307692308,1.1950807692307692,1.0,1.0,1.1950807692307692,163.77846842192636,,195.728498025113,Modeled from Layer A average-per-match benchmark; stage=final; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_01,group stage,2022-11-20,Qatar,Ecuador,Al Bayt Stadium,Al Khor,67372.0,69000,real_match_level,0,0,0,1,1,175.0,1500.0,550.0,0.82,0.9764057971014493,1.1429217391304347,1.25,1.0,1.1714947826086954,136.90128161613126,550.0,550.0,Benchmark override from Layer A opening-match audience,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_02,group stage,2022-11-21,England,Iran,Khalifa International Stadium,Al Rayyan,45334.0,46000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,0.82,0.9855217391304348,1.1456565217391304,1.0,1.0,0.9394383478260868,136.90128161613126,,128.61031381673217,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_03,group stage,2022-11-21,Senegal,Netherlands,Al Thumama Stadium,Doha,41721.0,44000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,0.82,0.9482045454545455,1.1344613636363636,1.0,1.0,0.9302583181818181,136.90128161613126,,127.35355599315773,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_04,group stage,2022-11-21,United States,Wales,Ahmad bin Ali Stadium,Al Rayyan,43418.0,45000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,0.82,0.9648444444444444,1.1394533333333332,1.0,1.0,0.9343517333333332,136.90128161613126,,127.91394977358702,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_05,group stage,2022-11-22,Argentina,Saudi Arabia,Lusail Stadium,Lusail,88012.0,89000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,0.82,0.9888988764044944,1.1466696629213482,1.0,1.0,0.9402691235955055,136.90128161613126,,128.72404808430122,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_06,group stage,2022-11-22,Denmark,Tunisia,Education City Stadium,Al Rayyan,42925.0,45000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,0.82,0.9538888888888889,1.1361666666666665,1.0,1.0,0.9316566666666665,136.90128161613126,,127.54499169287944,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_07,group stage,2022-11-22,Mexico,Poland,Stadium 974,Doha,39369.0,44000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,0.82,0.89475,1.118425,1.0,1.0,0.9171085,136.90128161613126,,125.55332903104771,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_08,group stage,2022-11-22,France,Australia,Al Janoub Stadium,Al Wakrah,40875.0,44000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,0.82,0.9289772727272727,1.1286931818181818,1.0,1.0,0.925528409090909,136.90128161613126,,126.70602537668448,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_09,group stage,2022-11-23,Morocco,Croatia,Al Bayt Stadium,Al Khor,59407.0,69000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,0.82,0.8609710144927536,1.108291304347826,1.0,1.0,0.9087988695652173,136.90128161613126,,124.41572997476955,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_10,group stage,2022-11-23,Germany,Japan,Khalifa International Stadium,Al Rayyan,42608.0,46000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,0.82,0.9262608695652174,1.1278782608695652,1.0,1.0,0.9248601739130434,136.90128161613126,,126.61454312441369,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_11,group stage,2022-11-23,Spain,Costa Rica,Al Thumama Stadium,Doha,40013.0,44000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,0.82,0.9093863636363636,1.1228159090909091,1.0,1.0,0.9207090454545455,136.90128161613126,,126.04624831829213,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_12,group stage,2022-11-23,Belgium,Canada,Ahmad bin Ali Stadium,Al Rayyan,40432.0,45000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,0.82,0.8984888888888889,1.1195466666666667,1.0,1.0,0.9180282666666666,136.90128161613126,,125.67924626650216,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_13,group stage,2022-11-24,Switzerland,Cameroon,Al Janoub Stadium,Al Wakrah,39089.0,44000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,0.82,0.8883863636363636,1.116515909090909,1.0,1.0,0.9155430454545452,136.90128161613126,,125.33901629746316,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_14,group stage,2022-11-24,Uruguay,South Korea,Education City Stadium,Al Rayyan,41663.0,45000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,0.82,0.9258444444444445,1.1277533333333334,1.0,1.0,0.9247577333333333,136.90128161613126,,126.60051887776187,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_15,group stage,2022-11-24,Portugal,Ghana,Stadium 974,Doha,42662.0,44000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,0.82,0.9695909090909091,1.1408772727272727,1.0,1.0,0.9355193636363636,136.90128161613126,,128.07379985852572,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_16,group stage,2022-11-24,Brazil,Serbia,Lusail Stadium,Lusail,88103.0,89000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,0.82,0.9899213483146068,1.146976404494382,1.0,1.0,0.9405206516853931,136.90128161613126,,128.7584826021693,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_17,group stage,2022-11-25,Wales,Iran,Ahmad bin Ali Stadium,Al Rayyan,40875.0,45000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,0.82,0.9083333333333333,1.1225,1.0,1.0,0.92045,136.90128161613126,,126.01078466356802,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_18,group stage,2022-11-25,Qatar,Senegal,Al Thumama Stadium,Doha,41797.0,44000,real_match_level,0,0,0,1,0,175.0,1500.0,550.0,0.82,0.9499318181818182,1.1349795454545455,1.25,1.0,1.163354034090909,136.90128161613126,,159.2646582403419,Modeled from Layer A average-per-match benchmark; stage=group stage; host-team uplift; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_19,group stage,2022-11-25,Netherlands,Ecuador,Khalifa International Stadium,Al Rayyan,44833.0,46000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,0.82,0.9746304347826087,1.1423891304347826,1.0,1.0,0.9367590869565217,136.90128161613126,,128.24351956990475,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_20,group stage,2022-11-25,England,United States,Al Bayt Stadium,Al Khor,68463.0,69000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,0.82,0.9922173913043478,1.1476652173913044,1.0,1.0,0.9410854782608696,136.90128161613126,,128.83580808424287,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_21,group stage,2022-11-26,Tunisia,Australia,Al Janoub Stadium,Al Wakrah,41823.0,44000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,0.82,0.9505227272727272,1.1351568181818181,1.0,1.0,0.9308285909090908,136.90128161613126,,127.43162706039207,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_22,group stage,2022-11-26,Poland,Saudi Arabia,Education City Stadium,Al Rayyan,44259.0,45000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,0.82,0.9835333333333334,1.14506,1.0,1.0,0.9389491999999999,136.90128161613126,,128.54334885244114,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_23,group stage,2022-11-26,France,Denmark,Stadium 974,Doha,42860.0,44000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,0.82,0.9740909090909091,1.1422272727272726,1.0,1.0,0.9366263636363635,136.90128161613126,,128.22534957727476,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_24,group stage,2022-11-26,Argentina,Mexico,Lusail Stadium,Lusail,88966.0,89000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,0.82,0.9996179775280899,1.149885393258427,1.0,1.0,0.94290602247191,136.90128161613126,,129.08504291997315,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_25,group stage,2022-11-27,Japan,Costa Rica,Ahmad bin Ali Stadium,Al Rayyan,41479.0,45000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,0.82,0.9217555555555556,1.1265266666666667,1.0,1.0,0.9237518666666666,136.90128161613126,,126.46281444196026,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_26,group stage,2022-11-27,Belgium,Morocco,Al Thumama Stadium,Doha,43738.0,44000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,0.82,0.9940454545454546,1.1482136363636364,1.0,1.0,0.9415351818181817,136.90128161613126,,128.89737307758625,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_27,group stage,2022-11-27,Croatia,Canada,Khalifa International Stadium,Al Rayyan,44374.0,46000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,0.82,0.9646521739130435,1.139395652173913,1.0,1.0,0.9343044347826086,136.90128161613126,,127.90747454137424,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_28,group stage,2022-11-27,Spain,Germany,Al Bayt Stadium,Al Khor,68895.0,69000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,0.82,0.9984782608695653,1.1495434782608696,1.0,1.0,0.942625652173913,136.90128161613126,,129.04665986685026,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_29,group stage,2022-11-28,Cameroon,Serbia,Al Janoub Stadium,Al Wakrah,39789.0,44000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,0.82,0.9042954545454546,1.1212886363636363,1.0,1.0,0.9194566818181817,136.90128161613126,,125.87479813142448,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_30,group stage,2022-11-28,South Korea,Ghana,Education City Stadium,Al Rayyan,43983.0,45000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,0.82,0.9774,1.14322,1.0,1.0,0.9374403999999998,136.90128161613126,,128.33679219873872,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_31,group stage,2022-11-28,Brazil,Switzerland,Stadium 974,Doha,43649.0,44000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,0.82,0.9920227272727272,1.1476068181818182,1.0,1.0,0.9410375909090909,136.90128161613126,,128.82925224441118,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_32,group stage,2022-11-28,Portugal,Uruguay,Lusail Stadium,Lusail,88668.0,89000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,0.82,0.9962696629213483,1.1488808988764045,1.0,1.0,0.9420823370786516,136.90128161613126,,128.9722793339876,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_33,group stage,2022-11-29,Ecuador,Senegal,Khalifa International Stadium,Al Rayyan,66784.0,46000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,0.82,1.4518260869565218,1.2855478260869564,1.0,1.0,1.054149217391304,136.90128161613126,,144.3143788755113,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_34,group stage,2022-11-29,Netherlands,Qatar,Al Bayt Stadium,Al Khor,44569.0,69000,real_match_level,0,0,0,1,0,175.0,1500.0,550.0,0.82,0.645927536231884,1.0437782608695652,1.25,1.0,1.0698727173913043,136.90128161613126,,146.46694617700257,Modeled from Layer A average-per-match benchmark; stage=group stage; host-team uplift; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_35,group stage,2022-11-29,Iran,United States,Al Thumama Stadium,Doha,42127.0,44000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,0.82,0.9574318181818182,1.1372295454545454,1.0,1.0,0.9325282272727271,136.90128161613126,,127.66430945685526,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_36,group stage,2022-11-29,Wales,England,Ahmad bin Ali Stadium,Al Rayyan,44297.0,45000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,0.82,0.9843777777777778,1.1453133333333332,1.0,1.0,0.9391569333333332,136.90128161613126,,128.57178781200886,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_37,group stage,2022-11-30,Australia,Denmark,Al Janoub Stadium,Al Wakrah,41232.0,44000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,0.82,0.9370909090909091,1.1311272727272728,1.0,1.0,0.9275243636363636,136.90128161613126,,126.97927411200475,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_38,group stage,2022-11-30,Tunisia,France,Education City Stadium,Al Rayyan,43627.0,45000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,0.82,0.9694888888888888,1.1408466666666666,1.0,1.0,0.9354942666666666,136.90128161613126,,128.0703640512095,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_39,group stage,2022-11-30,Poland,Argentina,Stadium 974,Doha,84985.0,44000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,0.82,1.9314772727272727,1.4294431818181819,1.0,1.0,1.172143409090909,136.90128161613126,,160.4679349424467,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_40,group stage,2022-11-30,Saudi Arabia,Mexico,Lusail Stadium,Lusail,44089.0,89000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,0.82,0.4953820224719101,0.998614606741573,1.0,1.0,0.8188639775280898,136.90128161613126,,112.1035279928784,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_41,group stage,2022-12-01,Canada,Morocco,Al Thumama Stadium,Doha,43984.0,44000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,0.82,0.9996363636363637,1.149890909090909,1.0,1.0,0.9429105454545453,136.90128161613126,,129.08566212209266,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_42,group stage,2022-12-01,Croatia,Belgium,Ahmad bin Ali Stadium,Al Rayyan,43102.0,45000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,0.82,0.9578222222222222,1.1373466666666667,1.0,1.0,0.9326242666666666,136.90128161613126,,127.67745737297122,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_43,group stage,2022-12-01,Costa Rica,Germany,Al Bayt Stadium,Al Khor,67054.0,69000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,0.82,0.9717971014492753,1.1415391304347826,1.0,1.0,0.9360620869565217,136.90128161613126,,128.14809937661832,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_44,group stage,2022-12-01,Japan,Spain,Khalifa International Stadium,Al Rayyan,44851.0,46000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,0.82,0.9750217391304348,1.1425065217391304,1.0,1.0,0.9368553478260868,136.90128161613126,,128.2566978063177,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_45,group stage,2022-12-02,Ghana,Uruguay,Al Janoub Stadium,Al Wakrah,43443.0,44000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,0.82,0.9873409090909091,1.1462022727272727,1.0,1.0,0.9398858636363636,136.90128161613126,,128.67157930470256,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_46,group stage,2022-12-02,South Korea,Portugal,Education City Stadium,Al Rayyan,44097.0,45000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,0.82,0.9799333333333333,1.14398,1.0,1.0,0.9380635999999999,136.90128161613126,,128.4221090774419,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_47,group stage,2022-12-02,Cameroon,Brazil,Lusail Stadium,Lusail,85986.0,89000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,0.82,0.9661348314606741,1.1398404494382022,1.0,1.0,0.9346691685393257,136.90128161613126,,127.95740706011748,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_48,group stage,2022-12-02,Serbia,Switzerland,Stadium 974,Doha,41378.0,44000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,0.82,0.9404090909090909,1.1321227272727272,1.0,1.0,0.9283406363636363,136.90128161613126,,127.09102289451667,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_49,round of 16,2022-12-03,Netherlands,United States,Khalifa International Stadium,Al Rayyan,44846.0,46000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,1.05,0.9749130434782609,1.1424739130434782,1.0,1.0,1.1995976086956521,136.90128161613126,,164.22645005408108,Modeled from Layer A average-per-match benchmark; stage=round of 16; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_50,round of 16,2022-12-03,Argentina,Australia,Ahmad bin Ali Stadium,Al Rayyan,45032.0,45000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,1.05,1.000711111111111,1.1502133333333333,1.0,1.0,1.207724,136.90128161613126,,165.3389634385605,Modeled from Layer A average-per-match benchmark; stage=round of 16; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_51,round of 16,2022-12-04,France,Poland,Al Thumama Stadium,Doha,40989.0,44000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,1.05,0.9315681818181818,1.1294704545454546,1.0,1.0,1.1859439772727274,136.90128161613126,,162.3572504135684,Modeled from Layer A average-per-match benchmark; stage=round of 16; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_52,round of 16,2022-12-04,England,Senegal,Al Bayt Stadium,Al Khor,65985.0,69000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,1.05,0.956304347826087,1.136891304347826,1.0,1.0,1.1937358695652174,136.90128161613126,,163.42397045462516,Modeled from Layer A average-per-match benchmark; stage=round of 16; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_53,round of 16,2022-12-05,Japan,Croatia,Al Janoub Stadium,Al Wakrah,42523.0,44000,real_match_level,0,1,1,0,0,175.0,1500.0,550.0,1.05,0.9664318181818182,1.1399295454545455,1.0,1.2000000000000002,1.4363112272727276,136.90128161613126,,196.6328478132748,Modeled from Layer A average-per-match benchmark; stage=round of 16; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_54,round of 16,2022-12-05,Brazil,South Korea,Stadium 974,Doha,43847.0,44000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,1.05,0.9965227272727273,1.1489568181818182,1.0,1.0,1.2064046590909092,136.90128161613126,,165.15834397721738,Modeled from Layer A average-per-match benchmark; stage=round of 16; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_55,round of 16,2022-12-06,Morocco,Spain,Education City Stadium,Al Rayyan,44667.0,45000,real_match_level,0,1,1,0,0,175.0,1500.0,550.0,1.05,0.9926,1.14778,1.0,1.2000000000000002,1.4462028000000005,136.90128161613126,,197.98701679683762,Modeled from Layer A average-per-match benchmark; stage=round of 16; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_56,round of 16,2022-12-06,Portugal,Switzerland,Lusail Stadium,Lusail,83720.0,89000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,1.05,0.9406741573033708,1.1322022471910111,1.0,1.0,1.1888123595505617,136.90128161613126,,162.74993562356894,Modeled from Layer A average-per-match benchmark; stage=round of 16; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_57,quarter-finals,2022-12-09,Croatia,Brazil,Education City Stadium,Al Rayyan,43893.0,45000,real_match_level,0,1,1,0,0,175.0,1500.0,550.0,1.25,0.9754,1.14262,1.0,1.2000000000000002,1.7139300000000002,136.90128161613126,,234.63921360033586,Modeled from Layer A average-per-match benchmark; stage=quarter-finals; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_58,quarter-finals,2022-12-09,Netherlands,Argentina,Lusail Stadium,Lusail,88235.0,89000,real_match_level,0,1,1,0,0,175.0,1500.0,550.0,1.25,0.9914044943820225,1.1474213483146067,1.0,1.2000000000000002,1.7211320224719104,136.90128161613126,,235.62517970696857,Modeled from Layer A average-per-match benchmark; stage=quarter-finals; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_59,quarter-finals,2022-12-10,Morocco,Portugal,Al Thumama Stadium,Doha,44198.0,44000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,1.25,1.0045,1.1513499999999999,1.0,1.0,1.4391874999999998,136.90128161613126,,197.02661323591587,Modeled from Layer A average-per-match benchmark; stage=quarter-finals; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
2022,Qatar,2022_60,quarter-finals,2022-12-10,England,France,Al Bayt Stadium,Al Khor,68895.0,69000,real_match_level,0,0,0,0,0,175.0,1500.0,550.0,1.25,0.9984782608695653,1.1495434782608696,1.0,1.0,1.436929347826087,136.90128161613126,,196.71746930922296,Modeled from Layer A average-per-match benchmark; stage=quarter-finals; attendance_status=real_match_level,Layer A global benchmarks + updated Dataset 1 attendance
